type,price,location,area,bedrooms,bathrooms,kitchens,parking_spaces,Luxury_catogory,built_in_type
Flat,1.35,H-13,6.7,3.0,3.0,1.0,1.0,Medium,Relatively New Property
Flat,1.61,B-17,6.0,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,1.5,G-13,9.1,3.0,3.0,1.0,1.0,Medium,Relatively New Property
Flat,1.4,Islamabad Expressway,6.3,3.0,2.0,1.0,1.0,High,Relatively New Property
House,3.1,Soan Garden,10.0,6.0,6.0,2.0,2.0,Low,Relatively New Property
Flat,1.45,Bahria Town,7.5,3.0,3.0,1.0,1.0,Low,New Property
House,9.0,F-11,9.3,4.0,5.0,3.0,2.0,Low,Relatively New Property
House,2.5,FECHS,8.0,5.0,6.0,2.0,2.0,High,Relatively New Property
Flat,0.85,River Garden,4.2,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.61,B-17,6.0,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,14.5,G-9,17.8,9.0,6.0,2.0,3.0,Low,Relatively New Property
Flat,0.84,E-11,2.7,1.0,1.0,1.0,1.0,High,Relatively New Property
House,8.5,E-11,10.0,6.0,6.0,1.0,3.0,High,Old Property
House,7.4,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
Flat,10.64,F-7,10.6,3.0,2.0,1.0,2.0,High,Relatively New Property
Flat,5.15,F-10,4.0,1.0,1.0,1.0,1.0,High,Relatively New Property
House,4.0,F-17,10.0,6.0,6.0,2.0,3.0,High,New Property
House,5.5,D-12,4.0,4.0,5.0,1.0,1.0,Medium,New Property
House,17.0,DHA Defence,20.0,5.0,6.0,1.0,1.0,High,Relatively New Property
House,12.9,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
House,4.9,Bahria Town,10.0,5.0,6.0,2.0,2.0,High,New Property
Flat,0.95,Faisal Town - F-18,3.9,2.0,2.0,1.0,1.0,High,Moderately old Property
Flat,2.6,G-11,5.3,3.0,3.0,1.0,2.0,Low,Moderately old Property
Flat,5.0,Diplomatic Enclave,5.6,2.0,2.0,1.0,1.0,High,New Property
House,5.25,Bani Gala,12.0,6.0,6.0,1.0,1.0,Low,New Property
Flat,1.07,DHA Defence,6.1,3.0,4.0,1.0,2.0,High,New Property
House,22.0,DHA Defence,34.0,6.0,6.0,1.0,8.0,High,New Property
House,63.0,E-7,32.0,6.0,3.0,2.0,7.0,High,New Property
Flat,0.65,G-13,5.1,2.0,2.0,1.0,1.0,High,Relatively New Property
House,11.0,Bahria Town,20.0,5.0,6.0,1.0,1.0,High,New Property
Flat,0.5,I-16,4.1,2.0,2.0,1.0,1.0,Medium,New Property
House,11.9,DHA Defence,20.0,5.0,6.0,3.0,3.0,Low,New Property
Flat,2.56,B-17,7.1,3.0,3.0,1.0,2.0,Medium,Relatively New Property
Flat,3.75,F-11,8.9,2.0,3.0,1.0,1.0,High,Relatively New Property
House,4.25,G-15,12.0,8.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,0.7,G-13,7.8,3.0,3.0,1.0,2.0,Medium,Relatively New Property
House,3.25,D-17,10.0,7.0,6.0,2.0,3.0,High,New Property
Flat,1.5,DHA Defence,6.7,3.0,3.0,1.0,2.0,High,New Property
House,48.0,F-6,42.0,6.0,6.0,1.0,1.0,Low,Relatively New Property
House,11.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
Flat,2.48,Bahria Town,6.9,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,3.87,F-10,3.9,2.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,0.65,H-13,3.3,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,1.5,G-15,4.8,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,5.45,Bahria Town,10.0,5.0,6.0,3.0,2.0,Low,Relatively New Property
House,12.5,I-8,10.0,6.0,6.0,2.0,4.0,Low,New Property
Flat,0.75,DHA Defence,2.7,1.0,1.0,1.0,1.0,High,New Property
Flat,0.65,I-12,3.9,2.0,2.0,1.0,1.0,Medium,Moderately old Property
Flat,3.25,DHA Defence,11.6,3.0,3.0,2.0,2.0,High,Moderately old Property
House,4.7,G-13,5.0,4.0,5.0,3.0,2.0,Medium,New Property
Flat,0.87,Gulberg,2.3,1.0,1.0,2.0,1.0,Low,New Property
House,25.0,F-6,17.8,6.0,6.0,1.0,1.0,High,Relatively New Property
Flat,3.0,DHA Defence,12.0,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,1.3,F-11,4.9,1.0,1.0,1.0,1.0,Medium,Old Property
Flat,0.55,Faisal Town - F-18,3.6,1.0,1.0,1.0,1.0,High,Relatively New Property
House,2.9,Soan Garden,6.0,5.0,6.0,2.0,1.0,High,New Property
Flat,0.75,E-11,2.7,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,0.46,Ghauri Town,2.9,2.0,2.0,1.0,1.0,High,Relatively New Property
House,4.5,D-12,4.0,4.0,5.0,1.0,1.0,High,Relatively New Property
House,5.25,Naval Anchorage,14.0,6.0,6.0,3.0,1.0,Medium,Relatively New Property
House,15.5,DHA Defence,20.0,5.0,6.0,3.0,2.0,High,Relatively New Property
Flat,6.7,Kashmir Highway,8.5,3.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,0.83,I-16,6.6,3.0,3.0,1.0,1.0,Low,Old Property
House,45.0,F-8,20.0,4.0,3.0,2.0,6.0,High,Moderately old Property
House,2.55,Naval Anchorage,5.0,4.0,5.0,2.0,3.0,High,New Property
Flat,3.2,G-15,16.9,4.0,5.0,1.0,1.0,Low,Relatively New Property
House,3.2,Soan Garden,6.0,5.0,6.0,2.0,2.0,Medium,New Property
House,3.8,Top City 1,10.0,5.0,5.0,1.0,1.0,Medium,Relatively New Property
Flat,0.46,I-16,4.1,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,3.0,DHA Defence,10.4,3.0,3.0,1.0,1.0,High,Relatively New Property
House,16.9,DHA Defence,30.0,8.0,6.0,2.0,4.0,High,New Property
House,12.0,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
Flat,3.4,DHA Defence,13.0,3.0,4.0,1.0,1.0,High,Relatively New Property
Flat,0.6,G-15,3.3,2.0,2.0,2.0,6.0,Low,New Property
Flat,2.25,DHA Defence,13.0,3.0,3.0,1.0,4.0,Low,Relatively New Property
House,8.3,DHA Defence,20.0,5.0,6.0,3.0,2.0,High,New Property
Flat,1.1,D-17,5.6,2.0,2.0,1.0,1.0,Low,New Property
House,4.95,Park View City,10.0,4.0,4.0,2.0,1.0,High,New Property
Flat,0.63,G-13,5.1,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.92,Islamabad Expressway,2.6,1.0,1.0,1.0,1.0,High,Relatively New Property
House,4.25,PWD Housing Scheme,10.0,5.0,6.0,2.0,4.0,High,New Property
Flat,0.44,Gulberg,1.4,2.0,1.0,1.0,1.0,High,New Property
House,3.58,G-14,4.0,3.0,5.0,3.0,6.0,Medium,Relatively New Property
House,6.75,Soan Garden,20.0,6.0,6.0,2.0,1.0,High,New Property
Flat,10.0,F-8,10.0,2.0,4.0,1.0,2.0,High,New Property
Flat,0.85,Zaraj Housing Scheme,2.4,1.0,1.0,1.0,1.0,High,Relatively New Property
House,16.0,F-11,20.0,6.0,6.0,2.0,3.0,High,Old Property
House,22.0,DHA Defence,34.0,6.0,6.0,1.0,8.0,High,New Property
House,58.0,E-7,24.0,5.0,3.0,1.0,1.0,Low,Relatively New Property
House,3.6,Bahria Town,8.0,5.0,6.0,1.0,2.0,High,New Property
Flat,0.9,DHA Defence,3.9,2.0,2.0,1.0,1.0,High,New Property
House,2.17,Bahria Town,5.0,3.0,3.0,1.0,1.0,High,New Property
Flat,3.17,Kashmir Highway,3.8,1.0,1.0,1.0,2.0,High,Relatively New Property
Flat,1.65,G-15,5.5,2.0,2.0,1.0,2.0,Low,New Property
House,15.0,I-8,20.0,6.0,6.0,2.0,6.0,High,New Property
House,3.5,DHA Defence,12.0,4.0,5.0,2.0,2.0,Medium,Relatively New Property
House,4.25,Bahria Town,10.0,5.0,6.0,2.0,3.0,High,New Property
House,11.5,DHA Defence,20.0,6.0,3.0,3.0,2.0,High,Relatively New Property
House,2.25,Bahria Town,5.0,3.0,3.0,2.0,2.0,High,New Property
Flat,1.95,F-11,5.6,1.0,1.0,1.0,1.0,High,Relatively New Property
House,17.0,F-6,17.8,5.0,5.0,2.0,2.0,Low,Relatively New Property
Flat,0.98,G-15,2.5,1.0,1.0,1.0,1.0,Medium,New Property
House,4.7,Top City 1,10.0,5.0,6.0,1.0,2.0,High,Relatively New Property
Flat,1.5,G-15,4.8,2.0,2.0,1.0,2.0,Low,New Property
House,2.95,G-11,4.4,1.0,2.0,3.0,2.0,Low,Relatively New Property
House,12.0,I-8,14.2,6.0,6.0,2.0,2.0,High,New Property
House,15.75,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
House,25.0,F-11,40.0,7.0,3.0,2.0,7.0,Low,Relatively New Property
House,3.0,B-17,8.0,4.0,5.0,2.0,1.0,High,New Property
House,15.5,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,2.5,G-11,4.0,2.0,2.0,1.0,1.0,Medium,Relatively New Property
House,72.0,E-7,40.0,6.0,6.0,2.0,7.0,High,New Property
House,6.7,G-11,8.0,7.0,4.0,2.0,2.0,High,Relatively New Property
Flat,0.6,D-17,3.8,2.0,2.0,2.0,6.0,High,Moderately old Property
Flat,0.78,H-13,3.7,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.9,Gulberg,3.2,2.0,2.0,1.0,1.0,High,Relatively New Property
House,26.0,F-7,26.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,1.15,E-11,4.0,2.0,2.0,1.0,1.0,High,Moderately old Property
Flat,0.75,Bahria Town,2.8,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,40.0,F-10,30.0,9.0,6.0,3.0,6.0,Low,New Property
Flat,1.45,DHA Defence,6.7,3.0,3.0,1.0,1.0,High,Relatively New Property
House,3.2,D-17,10.0,6.0,6.0,2.0,2.0,Medium,New Property
Flat,1.7,D-17,6.7,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,9.5,Bahria Town,20.0,5.0,5.0,2.0,3.0,High,New Property
House,9.5,G-13,14.0,6.0,6.0,2.0,1.0,High,New Property
Flat,1.8,H-13,6.7,3.0,3.0,2.0,1.0,High,New Property
Flat,3.25,E-11,9.3,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,1.87,Mumtaz City,5.2,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,11.0,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
Flat,1.35,G-10,2.0,2.0,1.0,2.0,1.0,Low,New Property
House,5.5,D-12,5.0,4.0,5.0,2.0,1.0,Low,New Property
Flat,0.8,E-11,1.8,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,0.65,Soan Garden,4.0,2.0,2.0,1.0,1.0,High,New Property
House,11.5,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
House,34.0,F-6,32.0,4.0,4.0,2.0,7.0,Medium,Moderately old Property
House,13.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,Medium,New Property
Flat,1.3,E-11,3.8,1.0,1.0,1.0,1.0,Low,Relatively New Property
Flat,0.87,DHA Defence,3.9,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,2.4,G-15,8.5,3.0,3.0,1.0,1.0,Medium,Relatively New Property
House,31.0,F-8,26.0,5.0,6.0,3.0,1.0,Low,Relatively New Property
House,1.83,B-17,5.0,4.0,4.0,2.0,1.0,Low,New Property
House,2.5,Faisal Town - F-18,5.0,5.0,5.0,1.0,2.0,Medium,Relatively New Property
Flat,2.95,DHA Defence,12.9,3.0,3.0,1.0,2.0,High,New Property
Flat,1.42,Kashmir Highway,3.4,2.0,2.0,1.0,2.0,High,Relatively New Property
House,35.0,F-8,36.0,5.0,6.0,1.0,8.0,Low,Old Property
Flat,0.55,I-16,4.1,2.0,2.0,1.0,1.0,Medium,New Property
Flat,1.1,DHA Defence,5.1,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.55,Islamabad - Murree Expressway,2.7,3.0,1.0,2.0,2.0,Low,Relatively New Property
House,70.0,E-7,34.0,6.0,6.0,2.0,7.0,High,New Property
Flat,3.4,F-11,14.0,3.0,3.0,1.0,1.0,High,Moderately old Property
House,1.5,Soan Garden,5.0,3.0,3.0,3.0,2.0,Low,Relatively New Property
Flat,9.0,Blue Area,7.2,2.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,1.9,I-8,6.2,3.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,0.75,Top City 1,2.9,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,3.5,FECHS,7.0,4.0,6.0,2.0,2.0,Low,New Property
House,2.6,Bahria Town,8.0,5.0,5.0,1.0,1.0,Medium,New Property
Flat,3.25,Bahria Town,6.8,2.0,2.0,1.0,1.0,High,New Property
Flat,1.1,Kuri Road,4.7,3.0,2.0,1.0,2.0,High,New Property
Flat,1.88,Bahria Town,5.6,2.0,2.0,1.0,1.0,Low,New Property
House,11.5,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,0.95,E-11,3.1,2.0,2.0,1.0,1.0,Medium,New Property
House,4.1,DHA Defence,11.0,3.0,4.0,2.0,2.0,High,Relatively New Property
House,8.6,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,Moderately old Property
House,3.3,Pakistan Town,10.9,8.0,3.0,2.0,2.0,Medium,Relatively New Property
Flat,10.5,Constitution Avenue,9.1,2.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,5.3,F-10,6.4,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,0.72,Gulberg,3.0,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,14.5,E-11,20.0,7.0,6.0,2.0,5.0,High,New Property
House,3.5,G-15,7.0,5.0,6.0,2.0,1.0,High,Relatively New Property
House,28.0,DHA Defence,60.0,5.0,5.0,1.0,3.0,High,New Property
Flat,0.52,I-16,4.1,2.0,2.0,1.0,1.0,High,Relatively New Property
House,16.5,D-12,14.0,9.0,6.0,3.0,1.0,Low,Moderately old Property
House,4.25,Bahria Town,10.0,5.0,6.0,1.0,1.0,Low,New Property
House,54.5,F-7,50.0,4.0,5.0,3.0,1.0,Low,Relatively New Property
Flat,0.55,I-16,4.1,2.0,2.0,2.0,1.0,High,New Property
Flat,0.58,Bahria Town,2.4,3.0,1.0,1.0,1.0,Low,Relatively New Property
Flat,3.2,Diplomatic Enclave,4.7,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.61,B-17,6.0,2.0,2.0,1.0,1.0,High,New Property
House,30.0,F-7,26.0,6.0,6.0,3.0,1.0,Low,Old Property
House,3.15,Top City 1,10.0,5.0,5.0,2.0,2.0,Low,Relatively New Property
Flat,4.16,G-11,6.8,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,4.15,D-12,4.4,4.0,4.0,2.0,1.0,Low,New Property
House,2.6,B-17,8.0,4.0,6.0,3.0,2.0,Medium,Relatively New Property
Flat,3.7,G-11,9.3,3.0,4.0,1.0,1.0,Low,New Property
House,6.25,Bahria Town,10.0,5.0,5.0,2.0,2.0,Medium,New Property
House,5.3,Bahria Town,10.0,7.0,6.0,3.0,1.0,Medium,New Property
House,6.5,G-14,9.0,6.0,6.0,1.0,2.0,High,Relatively New Property
Flat,1.25,Gulberg,3.9,2.0,3.0,1.0,1.0,High,Relatively New Property
House,4.35,Bahria Town,10.0,5.0,6.0,2.0,2.0,Medium,Relatively New Property
House,4.25,E-11,6.6,4.0,4.0,2.0,1.0,Low,Old Property
Flat,0.59,I-12,3.9,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,11.75,I-8,14.2,9.0,6.0,3.0,2.0,Low,Old Property
Flat,0.8,I-16,6.6,4.0,4.0,1.0,5.0,High,New Property
Flat,1.9,G-15,8.5,3.0,3.0,1.0,2.0,Medium,Relatively New Property
Flat,1.25,F-11,3.3,1.0,1.0,1.0,4.0,Medium,Moderately old Property
House,15.5,Bahria Town,40.0,6.0,6.0,1.0,1.0,Medium,New Property
House,5.6,G-15,14.0,6.0,6.0,1.0,1.0,High,New Property
Flat,2.35,Bahria Town,8.7,3.0,3.0,1.0,2.0,Medium,Relatively New Property
Flat,0.87,B-17,3.4,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,11.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,Medium,New Property
House,14.5,DHA Defence,20.0,6.0,6.0,2.0,4.0,High,New Property
House,13.45,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
House,3.5,I-10,6.0,3.0,2.0,2.0,1.0,Low,New Property
House,27.0,F-8,20.0,6.0,6.0,1.0,1.0,Low,New Property
House,1.8,Bani Gala,5.0,4.0,4.0,1.0,1.0,Medium,Relatively New Property
Flat,0.58,Faisal Town - F-18,2.2,1.0,1.0,1.0,1.0,Medium,New Property
House,40.0,F-10,30.0,9.0,3.0,3.0,7.0,Low,New Property
Flat,0.25,National Police Foundation O-9,1.3,2.0,1.0,1.0,6.0,Low,Moderately old Property
Flat,1.5,Zaraj Housing Scheme,6.0,2.0,2.0,1.0,1.0,High,Relatively New Property
House,5.5,Gulberg,10.0,7.0,3.0,3.0,1.0,Medium,Old Property
House,80.0,F-8,72.0,6.0,6.0,2.0,8.0,Low,Moderately old Property
Flat,1.22,Mumtaz City,2.4,3.0,2.0,1.0,1.0,High,New Property
House,3.6,G-14,4.0,4.0,5.0,2.0,1.0,High,New Property
House,14.0,Kashmir Highway,20.0,5.0,5.0,1.0,1.0,High,Relatively New Property
Flat,4.0,Bahria Town,9.4,3.0,3.0,1.0,1.0,Low,Relatively New Property
Flat,1.5,E-11,6.0,3.0,3.0,1.0,1.0,Low,Relatively New Property
House,2.8,Bahria Town,5.0,3.0,3.0,1.0,1.0,Low,New Property
Flat,1.5,D-17,4.9,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.9,Kashmir Highway,3.4,2.0,1.0,1.0,1.0,Medium,New Property
Flat,1.5,Bahria Town,5.6,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.06,DHA Defence,5.1,2.0,2.0,1.0,1.0,Medium,Moderately old Property
Flat,0.37,F-17,3.9,2.0,2.0,1.0,1.0,High,Relatively New Property
House,4.6,G-10,6.0,3.0,3.0,1.0,1.0,High,Relatively New Property
Flat,4.73,G-11,9.6,3.0,3.0,1.0,2.0,Medium,Relatively New Property
House,2.6,Ghauri Town,7.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,13.5,Karakoram Diplomatic Enclave,12.0,3.0,4.0,1.0,2.0,Low,Relatively New Property
Flat,1.4,GT Road,6.3,3.0,3.0,1.0,1.0,High,New Property
House,4.15,DHA Defence,7.7,4.0,4.0,1.0,1.0,High,New Property
House,2.7,I-10,5.6,3.0,2.0,1.0,2.0,Low,Relatively New Property
House,6.3,CBR Town,14.0,9.0,3.0,3.0,5.0,Medium,Relatively New Property
House,4.1,Pakistan Town,10.9,7.0,6.0,2.0,3.0,High,New Property
House,5.0,Bani Gala,20.0,5.0,6.0,3.0,2.0,Medium,Relatively New Property
House,10.5,DHA Defence,20.0,5.0,6.0,2.0,2.0,Low,New Property
Flat,6.2,F-10,7.8,3.0,3.0,1.0,1.0,Low,Old Property
House,9.0,G-13,14.0,6.0,6.0,2.0,3.0,High,Moderately old Property
Flat,0.32,Pakistan Town,1.4,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,1.4,Bani Gala,5.0,2.0,3.0,3.0,1.0,Low,Relatively New Property
Flat,1.28,G-11,3.1,2.0,2.0,1.0,2.0,Medium,New Property
House,0.8,Bhara kahu,4.0,2.0,2.0,2.0,1.0,High,Relatively New Property
House,27.8,F-7,26.0,6.0,6.0,2.0,4.0,Medium,Old Property
Flat,1.23,H-13,4.2,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.25,Bahria Town,6.1,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.43,B-17,2.1,1.0,1.0,1.0,1.0,High,New Property
Flat,1.7,Bahria Town,7.5,3.0,3.0,2.0,2.0,High,New Property
House,3.2,B-17,8.0,4.0,5.0,2.0,2.0,High,New Property
Flat,0.9,Soan Garden,4.4,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.6,G-15,5.5,2.0,3.0,1.0,2.0,Low,Relatively New Property
House,12.0,D-12,10.0,5.0,5.0,1.0,2.0,High,Relatively New Property
Flat,1.57,Diplomatic Enclave,1.6,1.0,1.0,2.0,5.0,High,Old Property
House,1.65,H-13,5.0,2.0,3.0,1.0,1.0,Low,New Property
Flat,1.7,Bahria Town,6.4,2.0,2.0,1.0,2.0,Low,New Property
Flat,0.68,Mumtaz City,2.2,1.0,1.0,1.0,2.0,Medium,Relatively New Property
Flat,0.25,PWD Housing Scheme,1.4,1.0,1.0,1.0,1.0,Medium,Relatively New Property
Flat,0.58,FECHS,3.0,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.6,G-15,5.5,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,1.38,Bani Gala,6.0,3.0,3.0,1.0,1.0,Low,Relatively New Property
Flat,0.9,Bahria Town,5.2,1.0,2.0,1.0,1.0,High,New Property
House,11.7,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
Flat,0.42,Pakistan Town,2.0,1.0,1.0,1.0,3.0,Low,Relatively New Property
Flat,4.4,Diplomatic Enclave,6.0,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,12.5,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,1.6,E-11,5.2,2.0,2.0,1.0,1.0,Low,New Property
House,9.5,B-17,30.0,6.0,6.0,3.0,4.0,Medium,New Property
Flat,2.8,DHA Defence,12.4,3.0,3.0,1.0,1.0,High,New Property
House,13.0,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
Flat,0.57,H-13,1.9,1.0,1.0,1.0,1.0,Medium,New Property
Flat,0.6,Gulberg,2.4,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,0.85,Soan Garden,4.7,3.0,3.0,1.0,1.0,High,Relatively New Property
House,4.5,G-8,6.7,4.0,3.0,2.0,1.0,High,New Property
Flat,1.5,DHA Defence,7.3,3.0,3.0,1.0,1.0,High,Relatively New Property
House,7.75,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
Flat,2.8,Bahria Town,9.6,3.0,3.0,1.0,2.0,High,New Property
House,4.8,Bahria Town,10.0,5.0,5.0,3.0,2.0,Low,New Property
House,3.5,G-13,4.0,4.0,4.0,3.0,1.0,Low,Moderately old Property
Flat,1.75,Bahria Town,6.4,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.9,D-17,6.2,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,11.0,I-8,12.0,6.0,6.0,2.0,3.0,High,Old Property
House,12.0,Bani Gala,40.0,8.0,6.0,2.0,3.0,High,Relatively New Property
House,5.1,Gulberg,11.0,7.0,6.0,1.0,2.0,Medium,Relatively New Property
Flat,1.43,DHA Defence,6.8,4.0,4.0,1.0,5.0,High,Moderately old Property
Flat,1.4,Park View City,2.9,3.0,1.0,1.0,2.0,Low,New Property
House,2.25,Bahria Town,5.0,3.0,3.0,2.0,2.0,High,New Property
Flat,0.7,I-12,3.9,2.0,2.0,1.0,2.0,Low,New Property
House,2.6,Bahria Town,5.0,3.0,3.0,1.0,1.0,Medium,New Property
Flat,0.51,H-13,1.7,1.0,1.0,1.0,1.0,Low,Old Property
House,1.8,Kashmir Highway,5.0,3.0,3.0,1.0,2.0,Low,New Property
House,11.0,DHA Defence,20.0,6.0,6.0,3.0,2.0,Medium,New Property
House,14.5,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
House,1.63,Bahria Town,5.6,2.0,2.0,1.0,2.0,High,New Property
Flat,2.2,Bahria Town,10.9,3.0,4.0,1.0,2.0,Medium,New Property
Flat,1.85,F-11,5.6,1.0,1.0,1.0,1.0,High,Moderately old Property
Flat,0.62,DHA Defence,2.7,1.0,1.0,1.0,1.0,Low,Relatively New Property
Flat,2.45,F-11,7.6,2.0,2.0,1.0,1.0,Low,Old Property
House,1.75,Ghauri Town,5.0,4.0,4.0,2.0,1.0,High,Relatively New Property
Flat,2.5,F-10,1.8,2.0,1.0,1.0,1.0,High,Old Property
House,16.0,G-10,19.6,6.0,6.0,1.0,2.0,High,Relatively New Property
House,7.4,DHA Defence,20.0,5.0,6.0,2.0,2.0,Medium,Relatively New Property
Flat,0.35,E-11,2.9,3.0,1.0,1.0,6.0,Low,Old Property
House,0.59,CBR Town,5.0,2.0,2.0,1.0,1.0,High,New Property
House,2.7,B-17,8.0,5.0,5.0,2.0,2.0,Low,Relatively New Property
House,7.35,G-16,20.0,8.0,6.0,3.0,4.0,High,New Property
House,2.4,Bahria Town,5.0,3.0,5.0,2.0,2.0,High,New Property
House,6.5,DHA Defence,10.0,5.0,3.0,2.0,3.0,High,New Property
Flat,1.05,Bahria Town,3.7,1.0,2.0,1.0,1.0,High,New Property
House,2.65,Korang Town,6.0,4.0,6.0,3.0,2.0,Low,Relatively New Property
House,2.0,Bani Gala,7.0,6.0,5.0,3.0,2.0,Low,Relatively New Property
House,2.6,Bahria Town,5.0,3.0,5.0,2.0,2.0,Low,Relatively New Property
Flat,0.57,D-17,4.9,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.85,E-11,7.6,3.0,3.0,1.0,1.0,High,Relatively New Property
Flat,0.75,B-17,4.9,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,0.28,B-17,1.1,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,2.4,Bahria Town,5.0,3.0,4.0,3.0,2.0,Medium,Relatively New Property
House,2.15,Bani Gala,5.0,4.0,6.0,1.0,2.0,High,New Property
House,55.0,F-10,40.0,8.0,3.0,3.0,2.0,Medium,New Property
House,6.75,E-11,8.0,5.0,5.0,1.0,1.0,High,Relatively New Property
House,3.2,G-13,4.0,5.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,1.8,Bahria Town,7.5,3.0,3.0,1.0,1.0,High,New Property
Flat,0.55,B-17,3.6,2.0,2.0,1.0,1.0,High,New Property
House,4.0,Bani Gala,20.0,5.0,5.0,2.0,2.0,Medium,New Property
Flat,1.89,Bahria Town,6.4,2.0,2.0,1.0,2.0,High,New Property
House,3.6,G-14,4.4,4.0,5.0,1.0,1.0,High,New Property
Flat,1.85,G-6,4.0,2.0,2.0,2.0,4.0,High,New Property
Flat,8.0,Diplomatic Enclave,7.0,2.0,2.0,1.0,1.0,Medium,New Property
Flat,0.5,DHA Defence,2.1,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,0.27,D-17,1.8,1.0,1.0,1.0,1.0,Medium,Moderately old Property
Flat,1.73,Park View City,3.1,1.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,0.8,Gulberg,3.2,2.0,2.0,1.0,2.0,Medium,New Property
House,5.5,G-15,14.2,7.0,6.0,2.0,2.0,High,New Property
Flat,1.35,G-9,2.2,2.0,1.0,1.0,3.0,Medium,New Property
Flat,0.61,G-13,5.1,2.0,2.0,2.0,1.0,High,New Property
Flat,0.77,B-17,3.1,2.0,2.0,1.0,1.0,Low,New Property
House,3.3,National Police Foundation O-9,10.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,1.65,G-15,5.5,2.0,2.0,1.0,1.0,Low,Moderately old Property
